Vgs,Vds,Ids
0.8,0.0,0.0
0.8,0.05,0.0
0.8,0.1,0.0
0.8,0.15000000000000002,0.0
0.8,0.2,0.0
0.8,0.25,0.0
0.8,0.30000000000000004,0.0
0.8,0.35000000000000003,0.0
0.8,0.4,0.0
0.8,0.45,0.0
0.8,0.5,0.0
0.8,0.55,0.0
0.8,0.6000000000000001,0.0
0.8,0.65,0.0
0.8,0.7000000000000001,0.0
0.8,0.75,0.0
0.8,0.8,0.0
0.8,0.8500000000000001,0.0
0.8,0.9,0.0
0.8,0.9500000000000001,0.0
0.8,1.0,0.0
0.8,1.05,0.0
0.8,1.1,0.0
0.8,1.1500000000000001,0.0
0.8,1.2000000000000002,0.0
0.8,1.25,0.0
0.8,1.3,0.0
0.8,1.35,0.0
0.8,1.4000000000000001,0.0
0.8,1.4500000000000002,0.0
0.8,1.5,0.0
0.8,1.55,0.0
0.8,1.6,0.0
0.8,1.6500000000000001,0.0
0.8,1.7000000000000002,0.0
0.8,1.75,0.0
0.8,1.8,0.0
0.8,1.85,0.0
0.8,1.9000000000000001,0.0
0.8,1.9500000000000002,0.0
0.8,2.0,0.0
0.8,2.0500000000000003,0.0
0.8,2.1,0.0
0.8,2.15,0.0
0.8,2.2,0.0
0.8,2.25,0.0
0.8,2.3000000000000003,0.0
0.8,2.35,0.0
0.8,2.4000000000000004,0.0
0.8,2.45,0.0
0.8,2.5,0.0
0.8,2.5500000000000003,0.0
0.8,2.6,0.0
0.8,2.6500000000000004,0.0
0.8,2.7,0.0
0.8,2.75,0.0
0.8,2.8000000000000003,0.0
0.8,2.85,0.0
0.8,2.9000000000000004,0.0
0.8,2.95,0.0
0.8,3.0,0.0
0.8,3.0500000000000003,0.0
0.8,3.1,0.0
0.8,3.1500000000000004,0.0
0.8,3.2,0.0
0.8,3.25,0.0
0.8,3.3000000000000003,0.0
0.8,3.35,0.0
0.8,3.4000000000000004,0.0
0.8,3.45,0.0
0.8,3.5,0.0
0.8,3.5500000000000003,0.0
0.8,3.6,0.0
0.8,3.6500000000000004,0.0
0.8,3.7,0.0
0.8,3.75,0.0
0.8,3.8000000000000003,0.0
0.8,3.85,0.0
0.8,3.9000000000000004,0.0
0.8,3.95,0.0
0.8,4.0,0.0
0.8,4.05,0.0
0.8,4.1000000000000005,0.0
0.8,4.15,0.0
0.8,4.2,0.0
0.8,4.25,0.0
0.8,4.3,0.0
0.8,4.3500000000000005,0.0
0.8,4.4,0.0
0.8,4.45,0.0
0.8,4.5,0.0
0.8,4.55,0.0
0.8,4.6000000000000005,0.0
0.8,4.65,0.0
0.8,4.7,0.0
0.8,4.75,0.0
0.8,4.800000000000001,0.0
0.8,4.8500000000000005,0.0
0.8,4.9,0.0
0.8,4.95,0.0
0.8191919191919192,0.0,0.0
0.8191919191919192,0.05,0.0
0.8191919191919192,0.1,0.0
0.8191919191919192,0.15000000000000002,0.0
0.8191919191919192,0.2,0.0
0.8191919191919192,0.25,0.0
0.8191919191919192,0.30000000000000004,0.0
0.8191919191919192,0.35000000000000003,0.0
0.8191919191919192,0.4,0.0
0.8191919191919192,0.45,0.0
0.8191919191919192,0.5,0.0
0.8191919191919192,0.55,0.0
0.8191919191919192,0.6000000000000001,0.0
0.8191919191919192,0.65,0.0
0.8191919191919192,0.7000000000000001,0.0
0.8191919191919192,0.75,0.0
0.8191919191919192,0.8,0.0
0.8191919191919192,0.8500000000000001,0.0
0.8191919191919192,0.9,0.0
0.8191919191919192,0.9500000000000001,0.0
0.8191919191919192,1.0,0.0
0.8191919191919192,1.05,0.0
0.8191919191919192,1.1,0.0
0.8191919191919192,1.1500000000000001,0.0
0.8191919191919192,1.2000000000000002,0.0
0.8191919191919192,1.25,0.0
0.8191919191919192,1.3,0.0
0.8191919191919192,1.35,0.0
0.8191919191919192,1.4000000000000001,0.0
0.8191919191919192,1.4500000000000002,0.0
0.8191919191919192,1.5,0.0
0.8191919191919192,1.55,0.0
0.8191919191919192,1.6,0.0
0.8191919191919192,1.6500000000000001,0.0
0.8191919191919192,1.7000000000000002,0.0
0.8191919191919192,1.75,0.0
0.8191919191919192,1.8,0.0
0.8191919191919192,1.85,0.0
0.8191919191919192,1.9000000000000001,0.0
0.8191919191919192,1.9500000000000002,0.0
0.8191919191919192,2.0,0.0
0.8191919191919192,2.0500000000000003,0.0
0.8191919191919192,2.1,0.0
0.8191919191919192,2.15,0.0
0.8191919191919192,2.2,0.0
0.8191919191919192,2.25,0.0
0.8191919191919192,2.3000000000000003,0.0
